X,Y,Name,description
12.4740775,41.876481,Ristorante Jole,
12.4737951,41.8932263,Ristorante La Regola,
12.479875,41.87337,Trattoria Pennestri,
12.4693595,41.8898332,Tonnarello,
2.3791662,48.8637982,Maison Sota,
2.3820579,48.8571639,il bacaro,
2.3432805,48.8802979,CUISINE,
2.3559794,48.8743281,L'Avant-Poste,
2.3272379,48.8512444,Hôtel Lutetia,
12.47511,41.87694,Ristorante Angelina a Testaccio,
2.3522139,48.8716298,Pouliche Paris,
2.3751588,48.8683232,ANNA,
2.4051358,48.8596008,Restaurant Sadarnac,
4.8274106,45.7632776,Cour des Loges - Hôtel,
2.3736842,48.8745278,Candide,
2.3373063,48.8932088,Le Maquis,
2.3556418,48.8377184,BEKSEJU VILLAGE FRANCE,
2.2897757,48.8478137,Restaurant Le Manna,
2.324151,48.881334,Restaurant Shin Jung,
2.3386103,48.8912412,L'Esquisse,
2.363288,48.8729603,Early June,
2.3730884,48.8522001,Brasserie Rosie,
2.219323,48.859925,Les petits princes,
2.3355959,48.8517716,L'Avant Comptoir du Marché,
2.332758,48.854484,Yen,
2.3635477,48.8611398,OGATA Paris,
2.3558209,48.851288,Isami.,
2.3724034,48.8636462,FIEF (Fait Ici En France),
2.2897348,48.8812327,"Chez Fred, depuis 1945",
2.3350239,48.852364,Marcello,
2.3490668,48.8659211,Shabour,
2.3296697,48.8654671,Balagan Paris,
2.3679156,48.8641807,Le Tagine,
2.3347482,48.8878044,Chantoiseau,
2.3390165,48.9042407,Bonne Aventure,
2.340226,48.8811807,HOY - Hôtel - Yoga - Restaurant - Bar - Fleuriste - YUJ YOGA STUDIO 9ème,
2.341108,48.862863,À L'Épi d'Or,
2.3404345,48.8537509,Kitchen Galerie Bis,
2.3965621,48.8578452,Caché,
2.3183193,48.8814656,Le Bar à sushi Izumi,
2.3798308,48.8634143,Restaurant Aglio e Olio,
2.3159109,48.8849643,Chez Maxence,
2.3782597,48.86116,Krügen Général,
2.373926,48.8681295,Krügen Roi,
2.36692,48.871995,Ake,
2.3803603,48.8760888,Bolibar,
12.5870384,55.6818787,Palægade,
2.3434264,48.895123,Nonna Clelia,
2.3400262,48.8171214,Comptoir Coréen 꽁뚜아르 꼬레앙,
12.5848063,55.6803667,Marchal,
12.5843266,55.6725402,No.2,
12.5802885,55.6662939,Il Buco,
12.5889561,55.6723008,Kadeau København,
